@RELATION clima
@ATTRIBUTE FECHA date dd-MM
@ATTRIBUTE T_MAX real
@ATTRIBUTE T_MED real
@ATTRIBUTE T_MIN real
@ATTRIBUTE H_R_MAX real
@ATTRIBUTE H_R_MED real
@ATTRIBUTE H_R_MIN real
@ATTRIBUTE RADIACION real
@ATTRIBUTE class {VERDADERO,FALSO}
@ATTRIBUTE LLUVIA2 real
@ATTRIBUTE LLUVIA_MIN real
@ATTRIBUTE T_S_MAX real
@ATTRIBUTE T_S_MED real
@ATTRIBUTE T_S_MIN real
@ATTRIBUTE V_MAX real
@ATTRIBUTE V_MED real
@ATTRIBUTE V_MIN real
@ATTRIBUTE CV1 integer
@ATTRIBUTE CV2 integer 
@ATTRIBUTE CV3 integer
@ATTRIBUTE CV4 integer
@ATTRIBUTE DIRECCION integer
@ATTRIBUTE HORAS integer
@ATTRIBUTE H_T integer
@ATTRIBUTE H_HR integer
@ATTRIBUTE H_R integer
@ATTRIBUTE H_LL integer
@ATTRIBUTE H_TS integer
@ATTRIBUTE H_V integer
@ATTRIBUTE H_D integer
@ATTRIBUTE CALCULOS integer
@ATTRIBUTE MTMEN0 integer
@ATTRIBUTE MTMEN7 integer
@ATTRIBUTE MTMA30 integer
@ATTRIBUTE MVMA50 integer

@DATA
18-9,23.13,19.14542,16.05,88.3,73.78709,49.12,8.24536,FALSO,0.4,120,?,?,?,20.69,3.857542,?,161,179,646,453,3,24,24,24,24,24,0,24,24,1,0,0,0,0
19-9,26.7,20.13083,14.87,95.3,68.98791,37.08,16.22179,FALSO,0.2,60,?,?,?,13.88,2.782333,?,236,105,516,585,4,24,24,24,24,24,0,24,24,1,0,0,0,0
20-9,27.02,21.6525,16.85,76.2,55.30041,36.9,12.83518,FALSO,0,0,?,?,?,18.91,4.740124,?,211,60,417,752,4,24,24,24,24,24,0,24,24,1,0,0,0,0
21-9,22.73,18.67625,16.06,94.4,74.51749,44.82,11.98847,VERDADERO,1.4,120,?,?,?,19.72,6.649625,?,146,94,523,680,4,24,24,24,24,24,0,24,24,1,0,0,0,0
22-9,21.28,17.37833,14.12,80.7,67.57209,46.01,7.77438,FALSO,0.2,60,?,?,?,18.91,4.991042,?,156,182,639,459,3,24,24,24,24,24,0,24,24,1,0,0,0,0
23-9,19.5,16.24583,13.92,94.4,76.68168,55.94,10.11547,VERDADERO,15.6,420,?,?,?,26.03,7.50475,?,23,70,748,596,3,24,24,24,24,24,0,24,24,1,0,0,0,0
24-9,20.55,16.52583,14.39,92.9,79.5904,62.28,9.318348,FALSO,1,120,?,?,?,17.45,5.64625,?,67,46,453,865,4,24,24,24,24,24,0,24,24,1,0,0,0,0
25-9,20.82,16.66917,12.68,93,78.30334,61.97,9.97853,FALSO,0.4,60,?,?,?,10.16,2.488375,?,382,96,512,445,3,24,24,24,24,24,0,24,24,1,0,0,0,0
26-9,22.86,18.31208,13.93,83.1,67.74292,50.32,13.91453,FALSO,0,0,?,?,?,13.72,3.096958,?,165,116,498,658,4,24,24,24,24,24,0,24,24,1,0,0,0,0
27-9,24.69,19.54042,14.26,83.5,57.8275,33.54,17.91584,FALSO,0,0,?,?,?,12.59,2.570666,?,420,108,469,442,3,24,24,24,24,24,0,24,24,1,0,0,0,0
28-9,26.8,20.85375,15.39,68.72,45.10001,23.3,18.91397,FALSO,0,0,?,?,?,12.59,2.788667,?,439,95,404,498,4,24,24,24,24,24,0,24,24,1,0,0,0,0
29-9,28.08,21.08458,16.52,65.23,49.28667,28.54,15.46706,FALSO,0,0,?,?,?,16.31,2.923333,?,553,232,294,358,1,24,24,24,24,24,0,24,24,1,0,0,0,0
30-9,26.09,21.01625,17.3,58.99,44.99709,30.82,14.66939,FALSO,0,0,?,?,?,24.09,9.458668,?,1201,193,3,41,1,24,24,24,24,24,0,24,24,1,0,0,0,0
1-10,19.63,17.27042,15.39,79.5,60.53917,42.69,5.347436,VERDADERO,3.2,660,?,?,?,33.32,14.52083,?,1255,156,0,29,1,24,24,24,24,24,0,24,24,1,0,0,0,0
2-10,19.35,16.69417,13.79,92.1,83.3,74.6,8.194806,FALSO,0.6,120,?,?,?,19.07,3.601376,?,504,228,507,199,3,24,24,24,24,24,0,24,24,1,0,0,0,0
3-10,25.16,19.55208,15.06,87.6,72.56501,51.7,13.19843,FALSO,0,0,?,?,?,16.96,3.418583,?,427,133,527,354,3,24,24,24,24,24,0,24,24,1,0,0,0,0
4-10,25.57,20.35542,15.52,89.5,65.63623,41.7,13.38764,VERDADERO,2.6,120,?,?,?,23.44,5.792167,?,838,154,231,219,1,24,24,24,24,24,0,24,24,1,0,0,0,0
5-10,24.77,19.94916,15.92,76.5,49.15417,27.63,15.48684,FALSO,0.2,60,?,?,?,18.74,5.676792,?,971,98,159,214,1,24,24,24,24,24,0,24,24,1,0,0,0,0
6-10,21.87,17.74208,14.19,84.9,67.67543,56.31,10.48039,FALSO,0,0,?,?,?,11.62,2.333833,?,310,128,409,591,4,24,24,24,24,24,0,24,24,1,0,0,0,0
7-10,24.44,18.65,14.14,78.6,62.24833,40.73,14.85583,FALSO,0,0,?,?,?,11.78,2.5145,?,325,195,474,441,3,24,24,24,24,24,0,24,24,1,0,0,0,0
8-10,22.28,17.28042,13.71,91.2,70.29082,40.48,6.917706,VERDADERO,4,180,?,?,?,24.74,3.971625,?,225,163,374,680,4,24,24,24,24,24,0,24,24,1,0,0,0,0
9-10,15.92,13.28917,8.74,92.7,77.21708,57.11,6.464592,VERDADERO,8.599999,420,?,?,?,32.84,7.430792,?,78,139,958,261,3,24,24,24,24,24,0,24,24,1,0,0,0,0
10-10,12.94,10.15458,7.1,77.4,61.44917,47.47,6.452468,FALSO,0.2,60,?,?,?,27.49,11.31117,?,0,33,1258,148,3,24,24,24,24,24,0,24,24,1,0,0,0,0
11-10,18.69,13.57875,8.63,64.93,43.81959,25.82,17.9141,FALSO,0,0,?,?,?,20.85,5.893625,?,25,58,720,629,3,24,24,24,24,24,0,24,24,1,0,0,0,0
12-10,19.89,15.48083,12.34,90.3,74.81667,43.12,11.33707,FALSO,0,0,?,?,?,15.02,5.014416,?,146,73,357,862,4,24,24,24,24,24,0,24,24,1,0,0,0,0
13-10,22.39,16.73209,12.28,92.4,74.55,51.59,16.38846,FALSO,0,0,?,?,?,12.59,2.92175,?,384,112,315,626,4,24,24,24,24,24,0,24,24,1,0,0,0,0
14-10,24.37,18.28833,13.41,84.3,67.19457,43.21,16.81401,FALSO,0,0,?,?,?,13.56,3.67225,?,304,153,387,600,4,24,24,24,24,24,0,24,24,1,0,0,0,0
15-10,21.73,16.94958,13.34,91.5,77.54793,60.3,16.12634,FALSO,0,0,?,?,?,15.83,4.024917,?,285,128,344,677,4,24,24,24,24,24,0,24,24,1,0,0,0,0
16-10,19.82,15.42167,11.21,95.8,78.53001,63.5,6.842714,VERDADERO,6.8,240,?,?,?,23.12,4.15575,?,285,170,507,479,3,24,24,24,24,24,0,24,24,1,0,0,0,0
17-10,17.46,14.16542,10.62,86.8,66.35209,51.32,10.25528,FALSO,0,0,?,?,?,24.74,5.349916,?,231,57,547,605,4,24,24,24,24,24,0,24,24,1,0,0,0,0
18-10,21.28,15.2,9.43,66.16,45.29876,26.93,14.56909,FALSO,0.2,60,?,?,?,27.82,6.585458,?,931,144,145,220,1,24,24,24,24,24,0,24,24,1,0,0,0,0
19-10,25.75,19.01833,12.21,65.88,44.41333,29,15.79936,FALSO,0,0,?,?,?,20.04,4.702959,?,605,180,373,282,1,24,24,24,24,24,0,24,24,1,0,0,0,0
20-10,25.12,22.09167,17.82,52.62,31.83708,19.87,9.530712,FALSO,0.6,120,?,?,?,41.1,10.36458,?,374,592,355,124,2,24,24,24,24,24,0,24,24,1,0,0,0,0
21-10,21.77,18.12666,15.06,93.2,67.09917,45.1,8.562219,VERDADERO,6.799999,480,?,?,?,36.08,9.549084,?,194,202,720,321,3,24,24,24,24,24,0,24,24,1,0,0,0,0
22-10,19.49,15.99583,14.06,69.57,53.77333,39.09,12.09176,FALSO,0,0,?,?,?,35.27,12.496,?,17,163,1135,120,3,24,24,24,24,24,0,24,24,1,0,0,0,0
23-10,18.05,14.88458,12.01,88.2,63.47709,45.01,13.53988,FALSO,0,0,?,?,?,19.23,6.199625,?,119,42,591,688,4,24,24,24,24,24,0,24,24,1,0,0,0,0
24-10,18.57,13.565,10.09,79.3,68.68084,53.66,11.1655,FALSO,0,0,?,?,?,11.94,2.198208,?,497,177,353,409,1,24,24,24,24,24,0,24,24,1,0,0,0,0
25-10,21.93,15.64959,10.69,75.6,55.74958,31.02,14.79653,FALSO,0,0,?,?,?,10.97,2.445083,?,428,145,422,443,4,24,24,24,24,24,0,24,24,1,0,0,0,0
26-10,26.02,18.84583,12.74,55.34,35.89917,15.32,14.88901,FALSO,0,0,?,?,?,11.29,2.284417,?,371,203,412,451,4,24,24,24,24,24,0,24,24,1,0,0,0,0
27-10,26.47,20.32458,14.2,38.54,26.33583,11.12,14.42054,FALSO,0,0,?,?,?,24.41,3.449375,?,564,187,361,327,1,24,24,24,24,24,0,24,24,1,0,0,0,0
28-10,26.41,22.12708,18.9,29.35,19.145,13.64,15.19755,FALSO,0.2,60,?,?,?,31.22,13.19542,?,1264,146,1,28,1,24,24,24,24,24,0,24,24,1,0,0,0,0
29-10,25.68,18.84417,13.28,45.99,30.15292,19.38,14.88354,FALSO,0,0,?,?,?,18.58,3.723916,?,542,185,387,323,1,24,24,24,24,24,0,24,24,1,0,0,0,0
30-10,21.88,16.71625,11.34,62.7,43.68167,27.08,10.09876,FALSO,0,0,?,?,?,31.38,5.526166,?,220,142,630,449,3,24,24,24,24,24,0,24,24,1,0,0,0,0
31-10,17.25,14.06958,10.74,87.1,71.42625,51.56,10.53125,FALSO,0,0,?,?,?,20.04,5.513667,?,154,45,467,768,4,24,24,24,24,24,0,24,24,1,0,0,0,0
1-11,19.28,13.90625,8.97,79.4,56.54876,30.7,13.60029,FALSO,0,0,?,?,?,12.59,2.286208,?,440,116,336,543,4,24,24,24,24,24,0,24,24,1,0,0,0,0
2-11,20.53,15.66167,10.69,69.73,52.83958,37.78,13.00873,FALSO,0,0,?,?,?,16.15,3.453959,?,269,116,378,676,4,24,24,24,24,24,0,24,24,1,0,0,0,0
3-11,21.13,16.3225,11.94,85.1,73.28918,56.18,9.457542,FALSO,0,0,?,?,?,12.59,3.210083,?,212,107,537,586,4,24,24,24,24,24,0,24,24,1,0,0,0,0
4-11,19.69,15.9,12.94,93.3,76.86208,57.96,9.303577,FALSO,0,0,?,?,?,17.45,3.505125,?,183,68,492,696,4,24,24,24,24,24,0,24,24,1,0,0,0,0
5-11,18.82,13.97333,9.36,62.35,45.09333,29.59,13.62815,FALSO,0,0,?,?,?,14.69,2.557875,?,530,211,266,431,1,24,24,24,24,24,0,24,24,1,0,0,0,0
6-11,21,15.47958,10.42,56.86,42.39,26.81,12.52014,FALSO,0,0,?,?,?,14.21,2.843124,?,281,161,477,520,4,24,24,24,24,24,0,24,24,1,0,0,0,0
7-11,17.12,13.59833,9.69,61.37,35.70458,20.28,12.89697,FALSO,0,0,?,?,?,22.47,4.740376,?,254,234,417,536,4,24,24,24,24,24,0,24,24,1,0,0,0,0
8-11,18.76,12.78792,7.51,31.99,24.72666,12.46,9.892667,FALSO,0,0,?,?,?,10.16,1.8305,?,340,167,388,547,4,24,24,24,24,24,0,24,24,1,0,0,0,0
9-11,19.36,13.64125,8.43,35.47,25.09042,13.82,9.634271,FALSO,0,0,?,?,?,15.02,3.077791,?,265,112,416,648,4,24,24,24,24,24,0,24,24,1,0,0,0,0
10-11,18.89,14.24167,8.49,61.13,33.49791,19.91,12.60606,FALSO,0,0,?,?,?,15.99,3.334083,?,326,117,398,599,4,24,24,24,24,24,0,24,24,1,0,0,0,0
11-11,14.99,11.51833,8.03,89.5,75.62791,54.42,8.213804,FALSO,0,0,?,?,?,10.97,2.135125,?,286,148,461,546,4,24,24,24,24,24,0,24,24,1,0,0,0,0
12-11,18.09,13.91667,9.17,85.9,70.71709,54.85,10.95714,VERDADERO,2.4,60,?,?,?,26.52,3.878958,?,229,129,455,627,4,24,24,24,24,24,0,24,24,1,0,0,0,0
13-11,18.26,13.65958,7.5,83.2,59.92418,39.15,7.899548,VERDADERO,9.4,240,?,?,?,45.64,8.066668,?,218,272,596,360,3,24,24,24,24,24,0,24,24,1,0,0,0,0
14-11,15.14,11.02583,6.43,92.1,68.00374,45.92,2.73073,VERDADERO,3.8,300,?,?,?,31.06,7.968916,?,217,307,675,243,3,24,24,24,24,24,0,24,24,1,0,0,0,0
15-11,12.75,9.170831,6.51,90.1,77.35835,59.89,5.130777,FALSO,1,60,?,?,?,17.93,2.715041,?,209,132,424,674,4,24,24,24,24,24,0,24,24,1,0,60,0,0
16-11,11.35,8.22375,5.58,93.5,83.24625,67.62,7.000344,FALSO,0.4,120,?,?,?,17.61,3.290375,?,233,142,458,604,4,24,24,24,24,24,0,24,24,1,0,540,0,0
17-11,8.9,7.390416,4.85,93.4,86.61251,77.6,2.409329,VERDADERO,1.4,240,?,?,?,14.21,4.518876,?,104,99,436,804,4,24,24,24,24,24,0,24,24,1,0,360,0,0
18-11,12.28,8.808752,5.78,92.2,86.1875,79.8,8.181809,FALSO,0,0,?,?,?,11.29,2.11975,?,269,134,446,590,4,24,24,24,24,24,0,24,24,1,0,420,0,0
19-11,16.59,10.49458,7.37,93,80.89416,59.16,5.620662,FALSO,1,120,?,?,?,20.53,3.389416,?,397,193,329,523,4,24,24,24,24,24,0,24,24,1,0,0,0,0
20-11,10.28,7.782084,5.65,94.3,76.53959,53.29,8.212118,VERDADERO,2.6,300,?,?,?,21.5,5.964667,?,81,104,583,670,4,24,24,24,24,24,0,24,24,1,0,600,0,0
21-11,16.53,13.53625,6.91,94.9,66.64457,47.17,5.70023,VERDADERO,9.2,660,?,?,?,65.08,14.725,?,8,82,1147,201,3,24,24,24,24,24,0,24,24,1,0,0,0,1
22-11,13.81,11.05292,8.83,81.8,63.07042,48.55,4.54595,FALSO,0,0,?,?,?,21.66,4.826416,?,230,139,592,478,3,24,24,24,24,24,0,24,24,1,0,0,0,0
23-11,13.82,11.4575,9.36,91.3,79.18209,60.22,2.658636,VERDADERO,4.6,540,?,?,?,19.39,4.208292,?,318,126,352,646,4,24,24,24,24,24,0,24,24,1,0,0,0,0
24-11,11.95,9.511667,7.35,85.8,61.95958,42.54,6.446053,FALSO,0.2,60,?,?,?,34.62,7.898541,?,274,310,590,264,3,24,24,24,24,24,0,24,24,1,0,0,0,0
25-11,9.18,7.177916,5.05,79.9,70.87376,50.12,2.871342,FALSO,0,0,?,?,?,16.64,4.561416,?,180,56,678,526,3,24,24,24,24,24,0,24,24,1,0,480,0,0
26-11,13.59,9.440414,5.71,86.5,71.19917,52.68,10.83434,FALSO,0,0,?,?,?,17.45,3.838542,?,304,125,357,647,4,24,24,24,24,24,0,24,24,1,0,240,0,0
27-11,15.46,12.44375,9.17,97.4,92.00833,83.9,5.152896,VERDADERO,2.4,360,?,?,?,9.51,1.597583,?,305,228,485,420,3,24,24,24,24,24,0,24,24,1,0,0,0,0
28-11,15.81,12.9225,9.17,96.8,80.93417,64.57,3.294234,VERDADERO,6.2,300,?,?,?,18.1,4.614375,?,127,55,523,735,4,24,24,24,24,24,0,24,24,1,0,0,0,0
29-11,12.95,9.337501,4.91,87.3,70.43208,51.26,8.345901,FALSO,0,0,?,?,?,20.69,5.795916,?,138,55,747,498,3,24,24,24,24,24,0,24,24,1,0,180,0,0
30-11,14.72,11.05833,8.03,85.3,76.06085,52.92,9.20964,FALSO,0,0,?,?,?,16.64,5.152668,?,139,65,621,613,3,24,24,24,24,24,0,24,24,1,0,0,0,0
1-12,12.09,8.8775,5.65,93.9,86.56667,77.1,3.659515,FALSO,0.4,120,?,?,?,19.55,4.532375,?,202,129,589,520,3,24,24,24,24,24,0,24,24,1,0,180,0,0
2-12,14,11.70375,8.5,89.9,80.3075,67.05,7.373682,FALSO,0,0,?,?,?,26.03,7.364208,?,72,39,435,896,4,24,24,24,24,24,0,24,24,1,0,0,0,0
3-12,11.15,7.986666,4.26,87.8,76.32291,64.59,9.508438,FALSO,0,0,?,?,?,19.23,5.50975,?,239,103,267,832,4,24,24,24,24,24,0,24,24,1,0,480,0,0
4-12,11.94,8.200833,4.85,90.8,80.45834,72.5,7.079004,FALSO,0,0,?,?,?,13.88,2.8235,?,370,124,306,638,4,24,24,24,24,24,0,24,24,1,0,300,0,0
5-12,12.34,7.865415,3.39,93.3,68.39916,31.76,5.935968,FALSO,0.2,60,?,?,?,27.49,3.737958,?,317,82,482,563,4,24,24,24,24,24,0,24,24,1,0,540,0,0
6-12,8.65,5.609583,2.46,59.05,53.51166,45.23,5.902956,FALSO,0,0,?,?,?,12.91,2.895917,?,176,139,711,410,3,24,24,24,24,24,0,24,24,1,0,900,0,0
7-12,10.02,7.646666,5.85,71,61.39207,53.44,6.144347,FALSO,0,0,?,?,?,11.94,2.146375,?,143,55,693,548,3,24,24,24,24,24,0,24,24,1,0,480,0,0
8-12,11.67,7.171667,2.86,73.1,59.34542,41.96,9.593568,FALSO,0,0,?,?,?,17.45,1.90725,?,534,226,235,442,1,24,24,24,24,24,0,24,24,1,0,780,0,0
9-12,11.1,6.813334,3.19,83.9,70.81043,60.86,3.489052,FALSO,0.2,60,?,?,?,22.63,3.452833,?,572,267,222,373,1,24,24,24,24,24,0,24,24,1,0,720,0,0
10-12,12.95,9.26125,6.71,94.4,74.57542,44.88,5.791695,VERDADERO,1.6,300,?,?,?,36.08,4.376875,?,392,239,409,406,3,24,24,24,24,24,0,24,24,1,0,0,0,0
11-12,11.68,9.242501,7.23,87.1,71.75001,57.42,3.938915,FALSO,0.2,60,?,?,?,11.29,1.966499,?,392,170,370,508,4,24,24,24,24,24,0,24,24,1,0,0,0,0
12-12,12.27,8.552082,5.85,88.8,82.4625,61,7.370676,FALSO,0,0,?,?,?,16.48,2.64775,?,432,226,408,377,1,24,24,24,24,24,0,24,24,1,0,180,0,0
13-12,17.39,12.72917,9.5,62.27,45.93542,30.49,6.643872,FALSO,0,0,?,?,?,29.11,11.84083,?,1147,188,36,69,1,24,24,24,24,24,0,24,24,1,0,0,0,0
14-12,15.74,12.36667,8.76,91.3,65.0775,50,4.348868,VERDADERO,4,300,?,?,?,31.7,8.109334,?,291,169,525,456,3,24,24,24,24,24,0,24,24,1,0,0,0,0
15-12,15.39,10.84125,8.23,83.3,74.48002,61.12,8.970931,FALSO,0,0,?,?,?,13.4,2.212125,?,524,206,336,381,1,24,24,24,24,24,0,24,24,1,0,0,0,0
16-12,18.55,13.835,8.22,59.37,44.79834,33.02,9.439944,FALSO,0.2,60,?,?,?,23.28,6.139291,?,774,135,246,281,1,24,24,24,24,24,0,24,24,1,0,0,0,0
17-12,19.72,16.46708,12.14,77,58.61041,46.87,3.0484,FALSO,1,240,?,?,?,27.49,6.333,?,241,294,509,392,3,24,24,24,24,24,0,24,24,1,0,0,0,0
18-12,15.13,13.15833,11.68,97.6,94.01249,80.5,1.897902,VERDADERO,2.2,360,?,?,?,15.34,1.662292,?,470,244,258,469,1,24,24,24,24,24,0,24,24,1,0,0,0,0
19-12,14.14,12.37917,8.76,97.3,91.28336,76.1,3.393792,FALSO,0,0,?,?,?,22.63,1.179166,?,342,161,411,528,4,24,24,24,24,24,0,24,24,1,0,0,0,0
20-12,15.44,10.78417,8.3,97.1,90.90002,77.3,9.531755,FALSO,0.2,60,?,?,?,9.51,1.189042,?,457,189,428,366,1,24,24,24,24,24,0,24,24,1,0,0,0,0
21-12,15.64,10.47542,6.65,92.2,80.87042,62.65,8.796689,FALSO,0,0,?,?,?,8.86,1.544458,?,476,278,341,344,1,24,24,24,24,24,0,24,24,1,0,0,0,0
22-12,17.69,12.08625,7.98,77.4,64.80417,48.89,9.359586,FALSO,0,0,?,?,?,7.73,1.834833,?,309,199,353,582,4,24,24,24,24,24,0,24,24,1,0,0,0,0
23-12,21.63,13.61167,8.5,82.9,54.94416,22.71,8.200656,FALSO,0.2,60,?,?,?,21.82,4.802083,?,285,117,337,703,4,24,24,24,24,24,0,24,24,1,0,0,0,0
24-12,16.26,13.22333,11.28,85.5,73.7675,54.26,6.73758,FALSO,0,0,?,?,?,18.26,4.757583,?,229,129,391,689,4,24,24,24,24,24,0,24,24,1,0,0,0,0
25-12,16.59,13.21,10.62,94.5,83.70875,64.61,3.753457,FALSO,0.2,60,?,?,?,20.36,4.716083,?,216,148,506,567,4,24,24,24,24,24,0,24,24,1,0,0,0,0
26-12,15.71,11.77,8.7,93.1,81.83541,49.84,8.697273,FALSO,0,0,?,?,?,19.23,3.006917,?,431,151,407,451,4,24,24,24,24,24,0,24,24,1,0,0,0,0
27-12,15.01,11.2525,8.48,89.9,66.64793,48.08,3.840022,VERDADERO,19.8,720,?,?,?,52.93,16.31521,?,93,185,1031,135,3,24,24,24,24,24,0,24,24,1,0,0,0,1
28-12,10.37,8.342916,5.31,76.6,63.54916,56.19,6.370791,VERDADERO,1.8,300,?,?,?,43.69,9.859332,?,33,26,1055,322,3,24,24,24,24,24,0,24,24,1,0,60,0,0
29-12,14.26,8.230417,3.66,79.8,69.72749,57.59,9.260514,FALSO,0,0,?,?,?,10,2.194542,?,501,214,274,448,1,24,24,24,24,24,0,24,24,1,0,600,0,0
30-12,12.41,9.438335,6.31,86.1,70.00709,40.16,6.273756,VERDADERO,2.8,240,?,?,?,37.05,8.053958,?,218,93,655,477,3,24,24,24,24,24,0,24,24,1,0,0,0,0
31-12,10.88,8.379168,5.45,86.9,74.85918,61.88,8.459442,FALSO,0,0,?,?,?,19.88,6.365499,?,163,44,410,820,4,24,24,24,24,24,0,24,24,1,0,300,0,0
1-1,12.61,10.85708,7.82,88.3,76.04166,69.2,3.08749,FALSO,0.4,120,?,?,?,25.22,6.543041,?,263,140,426,610,4,24,24,24,24,24,0,24,24,1,0,0,0,0
2-1,13.34,10.13,6.772,76.6,68.84959,59.15,4.532763,FALSO,0.6,180,?,?,?,27.01,6.965459,?,405,150,310,578,4,24,24,24,24,24,0,24,24,1,0,0,0,0
3-1,13.41,9.686666,6.245,86.9,71.69083,49.94,2.436869,VERDADERO,10,480,?,?,?,29.11,8.485459,?,987,112,10,331,1,24,24,24,24,24,0,24,24,1,0,0,0,0
4-1,10.51,7.13975,4.02,88.7,77.74709,66.39,7.985016,FALSO,0,0,?,?,?,12.1,2.912542,?,197,439,509,296,3,24,24,24,24,24,0,24,24,1,0,660,0,0
5-1,12.9,8.456042,5.396,71.1,66.61958,61.3,6.858825,FALSO,0,0,?,?,?,27.82,6.865459,?,373,239,429,399,3,24,24,24,24,24,0,24,24,1,0,240,0,0
6-1,9.98,6.399749,3.883,68.33,63.28042,53.64,7.853008,FALSO,0.2,60,?,?,?,35.59,6.855459,?,372,245,456,371,3,24,24,24,24,24,0,24,24,1,0,1020,0,0
7-1,9.79,5.303583,2.965,69.35,63.32,54.58,8.584847,FALSO,0,0,?,?,?,24.09,5.479376,?,278,177,467,524,4,24,24,24,24,24,0,24,24,1,0,1080,0,0
8-1,8.81,5.806083,3.163,65.59,60.59125,53.57,4.740271,FALSO,0,0,?,?,?,20.04,4.642083,?,350,224,395,472,4,24,24,24,24,24,0,24,24,1,0,960,0,0
9-1,12.35,7.087083,4.217,69.11,61.52917,46.67,7.91082,FALSO,0,0,?,?,?,30.41,4.473791,?,263,367,476,331,3,24,24,24,24,24,0,24,24,1,0,900,0,0
10-1,11.96,7.101088,4.217,72.7,64.99175,52.81,8.454204,FALSO,0,0,?,?,?,14.37,3.750826,?,230,293,507,351,3,23,23,23,23,23,0,23,23,0,0,840,0,0
11-1,11.57,7.106541,3.163,77.4,69.63834,58.72,8.531323,FALSO,0,0,?,?,?,11.78,3.219417,?,102,155,543,643,4,24,24,24,24,24,0,24,24,1,0,780,0,0
12-1,11.31,7.271084,3.551,82,72.37084,61.26,8.023147,FALSO,0,0,?,?,?,13.56,2.456167,?,141,199,634,470,3,24,24,24,24,24,0,24,24,1,0,720,0,0
13-1,12.21,8.645875,5.633,85.2,68.43667,49.06,3.307298,FALSO,0,0,?,?,?,15.99,2.033875,?,161,272,647,363,3,24,24,24,24,24,0,24,24,1,0,180,0,0
14-1,11.83,7.756126,4.471,91.3,77.20209,55.72,8.737559,FALSO,0.8,180,?,?,?,15.83,3.563958,?,113,614,511,202,2,24,24,24,24,24,0,24,24,1,0,420,0,0
15-1,11.38,6.798917,3.295,83,70.65,57.92,8.633814,FALSO,0,0,?,?,?,10.16,2.765167,?,95,296,623,424,3,24,24,24,24,24,0,24,24,1,0,960,0,0
16-1,9.91,6.189374,3.492,87,63.37708,47.84,9.142582,FALSO,0,0,?,?,?,17.45,5.917749,?,205,984,228,23,2,24,24,24,24,24,0,24,24,1,0,1080,0,0
17-1,11.24,6.666167,2.839,67.59,59.42375,46.34,8.986158,FALSO,0,0,?,?,?,11.13,3.073209,?,74,397,615,356,3,24,24,24,24,24,0,24,24,1,0,1020,0,0
18-1,7.36,5.210625,1.846,86.5,75.31417,59.29,4.727052,FALSO,0.4,60,?,?,?,13.4,3.189084,?,136,502,473,324,2,24,24,24,24,24,0,24,24,1,0,1440,0,0
19-1,9.72,5.304458,1.846,83.2,73.71791,63.14,7.549473,FALSO,0,0,?,?,?,7.89,2.282958,?,98,199,607,534,3,24,24,24,24,24,0,24,24,1,0,1020,0,0
20-1,12.86,7.72775,3.69,76.6,58.87958,44.84,9.573062,FALSO,0,0,?,?,?,9.51,2.582666,?,105,176,726,431,3,24,24,24,24,24,0,24,24,1,0,600,0,0
21-1,14.45,9.062709,5.531,66.49,49.83459,34.82,8.796708,FALSO,0.2,60,?,?,?,26.2,6.823708,?,546,58,238,601,4,24,24,24,24,24,0,24,24,1,0,300,0,0
22-1,10.79,7.897583,5.065,92.1,86.45583,69.94,3.168425,VERDADERO,7.599999,540,?,?,?,24.9,6.782041,?,550,119,187,585,4,24,24,24,24,24,0,24,24,1,0,600,0,0
23-1,16.32,9.763751,7.36,85.7,73.9329,61.44,3.740123,VERDADERO,15.8,300,?,?,?,34.3,13.84333,?,1010,104,17,307,1,24,24,24,24,24,0,24,24,1,0,0,0,0
24-1,11.49,7.05675,4.144,86.8,72.17083,56.67,7.453616,FALSO,0,0,?,?,?,21.01,3.719292,?,567,340,284,248,1,24,24,24,24,24,0,24,24,1,0,720,0,0
25-1,10.83,6.89175,3.361,79.6,69.24667,58.33,10.14656,FALSO,0,0,?,?,?,10,2.842292,?,87,557,695,100,3,24,24,24,24,24,0,24,24,1,0,840,0,0
26-1,13.07,8.386291,4.411,84.9,75.70583,65.19,9.94315,FALSO,0,0,?,?,?,9.35,2.724208,?,69,465,760,145,3,24,24,24,24,24,0,24,24,1,0,480,0,0
27-1,17.13,10.17696,4.938,86.4,58.39875,18.54,10.52078,FALSO,0.2,60,?,?,?,6.432,2.133125,?,138,246,789,265,3,24,24,24,24,24,0,24,24,1,0,480,0,0
28-1,20.76,15.05833,9.2,33.1,19.11167,12.61,10.99962,FALSO,0,0,?,?,?,8.38,2.481292,?,119,145,608,563,3,24,24,24,24,24,0,24,24,1,0,0,0,0
29-1,19.96,15.26583,11.56,29.84,20.17666,15.8,8.812763,FALSO,0,0,?,?,?,12.75,2.862583,?,149,122,785,383,3,24,24,24,24,24,0,24,24,1,0,0,0,0
30-1,16.96,12.0325,7.55,65.87,37.51875,18.32,9.683186,FALSO,0,0,?,?,?,10.81,2.799458,?,71,169,740,463,3,24,24,24,24,24,0,24,24,1,0,0,0,0
31-1,13.33,8.838668,5.528,88.9,71.53834,55.66,8.952145,FALSO,0,0,?,?,?,15.18,3.9865,?,288,234,455,464,4,24,24,24,24,24,0,24,24,1,0,120,0,0
