@RELATION clima
@ATTRIBUTE FECHA date dd-MM
@ATTRIBUTE T_MAX real
@ATTRIBUTE T_MED real
@ATTRIBUTE T_MIN real
@ATTRIBUTE H_R_MAX real
@ATTRIBUTE H_R_MED real
@ATTRIBUTE H_R_MIN real
@ATTRIBUTE RADIACION real
@ATTRIBUTE class {VERDADERO,FALSO}
@ATTRIBUTE LLUVIA2 real
@ATTRIBUTE LLUVIA_MIN real
@ATTRIBUTE T_S_MAX real
@ATTRIBUTE T_S_MED real
@ATTRIBUTE T_S_MIN real
@ATTRIBUTE V_MAX real
@ATTRIBUTE V_MED real
@ATTRIBUTE V_MIN real
@ATTRIBUTE CV1 integer
@ATTRIBUTE CV2 integer 
@ATTRIBUTE CV3 integer
@ATTRIBUTE CV4 integer
@ATTRIBUTE DIRECCION integer
@ATTRIBUTE HORAS integer
@ATTRIBUTE H_T integer
@ATTRIBUTE H_HR integer
@ATTRIBUTE H_R integer
@ATTRIBUTE H_LL integer
@ATTRIBUTE H_TS integer
@ATTRIBUTE H_V integer
@ATTRIBUTE H_D integer
@ATTRIBUTE CALCULOS integer
@ATTRIBUTE MTMEN0 integer
@ATTRIBUTE MTMEN7 integer
@ATTRIBUTE MTMA30 integer
@ATTRIBUTE MVMA50 integer

@DATA
5-5,27.09,18.31625,12.81,72.4,46.33916,23.24,13.45142,FALSO,0,0,24.64,22.885,21.04,15.9,1.773708,0,344,182,646,268,3,24,24,24,24,24,24,24,24,1,0,0,0,0
6-5,23.41,17.32833,12.77,83.3,58.27625,30.8,13.4881,FALSO,0.8,7,23.89,22.22458,20.3,13.5,1.760958,0,562,149,326,403,1,24,24,24,24,24,24,24,24,1,0,0,0,0
7-5,20.86,15.07,11.15,93.6,74.67917,48.9,13.01809,VERDADERO,6,57,22.25,21.1025,19.84,24.9,2.24775,0,303,196,560,381,3,24,24,24,24,24,24,24,24,1,0,0,0,0
8-5,20.26,14.03458,10.22,96.4,80.71252,48.8,12.16088,VERDADERO,3.7,35,19.99,18.9625,17.71,23.4,4.339333,0,12,5,957,466,3,24,24,24,24,24,24,24,24,1,0,0,0,0
9-5,19.21,15.06,11.39,94.4,85.23751,65,7.539876,VERDADERO,5.099999,25,19.16,18.35083,17.35,11.7,2.84075,0,1,5,916,518,3,24,24,24,24,24,24,24,24,1,0,0,0,0
10-5,20.17,16.1975,13.61,94.6,74.15417,51,6.98935,FALSO,0,0,18.75,18.17916,17.45,15.6,3.343208,0,10,5,618,807,4,24,24,24,24,24,24,24,24,1,0,0,0,0
11-5,23.34,16.76292,10.09,84.6,56.85791,30.1,23.97239,FALSO,0,0,22.14,18.69583,15.61,18,3.306709,0,86,27,493,834,4,24,24,24,24,24,24,24,24,1,0,0,0,0
12-5,25.3,17.63917,9.12,96,60.96292,28,25.30974,FALSO,0,0,24.38,20.54375,17.01,14.7,2.048084,0,333,139,659,309,3,24,24,24,24,24,24,24,24,1,0,0,0,0
13-5,26.78,18.60667,10.56,95,63.73915,29.16,25.42593,FALSO,0,0,25.6,22.11792,18.65,16.2,3.272375,0,96,89,964,291,3,24,24,24,24,24,24,24,24,1,0,0,0,0
14-5,33.36,22.35167,12.17,95.7,57.03415,20.55,24.52707,FALSO,0,0,27.23,23.54792,20.04,9.3,1.255708,0,679,151,269,341,1,24,24,24,24,24,24,24,24,1,0,0,316,0
15-5,33.89,24.87208,16.58,82.1,45.09417,21.67,19.43038,FALSO,0,0,27.63,25.035,22.36,14.7,1.950125,0,643,133,428,236,1,24,24,24,24,24,24,24,24,1,0,0,458,0
16-5,34.02,24.17333,16.94,86.1,45.99958,22.39,19.6371,FALSO,0,0,27.99,25.42584,22.59,24,4.486876,0,472,57,489,407,3,24,24,24,24,24,24,24,24,1,0,0,388,0
17-5,25.63,20.07125,15.37,88.6,62.60126,32.35,19.54179,FALSO,0.5,3,26.89,24.97,22.89,20.7,6.153417,0,66,15,832,527,3,24,24,24,24,24,24,24,24,1,0,0,0,0
18-5,28.14,21.03208,13.58,67.8,40.35291,20.43,25.89468,FALSO,0,0,27.82,24.70125,21.44,14.4,2.586584,0,1061,77,19,283,1,24,24,24,24,24,24,24,24,1,0,0,0,0
19-5,33.01,23.78584,13.28,63.8,35.73375,18.89,25.15883,FALSO,0,0,29.13,25.76125,22.19,13.8,2.32025,0,870,240,160,170,1,24,24,24,24,24,24,24,24,1,0,0,431,0
20-5,32.59,23.37833,14.41,68,40.36917,13.84,25.09495,FALSO,0,0,29.94,26.73792,23.39,23.1,3.091791,0,503,167,468,302,1,24,24,24,24,24,24,24,24,1,0,0,299,0
21-5,28.32,20.63083,13.57,89,60.07458,27.81,25.20688,FALSO,0,0,29.1,26.73042,23.91,25.8,5.566374,0,218,60,881,281,3,24,24,24,24,24,24,24,24,1,0,0,0,0
22-5,25.51,19.99583,16.1,89.8,57.16167,30.99,19.49315,FALSO,0,0,27.61,25.835,23.88,24.6,6.017875,0,36,10,630,764,4,24,24,24,24,24,24,24,24,1,0,0,0,0
23-5,26.23,19.005,12.66,73.6,51.05125,24.31,24.73295,FALSO,0,0,28.13,25.17417,22.18,26.1,3.223333,0,283,34,445,678,4,24,24,24,24,24,24,24,24,1,0,0,0,0
24-5,30.9,21.77833,11.42,86.5,49.4925,23.15,25.62396,FALSO,0,0,29.24,25.8025,22.34,16.8,2.798416,0,689,106,325,320,1,24,24,24,24,24,24,24,24,1,0,0,109,0
25-5,31.09,23.64542,16.91,71.7,45.29208,21.33,24.85303,FALSO,0,0,30.13,27.065,24.01,23.1,4.424834,0,756,81,286,317,1,24,24,24,24,24,24,24,24,1,0,0,99,0
26-5,29.11,22.06667,15.2,52.6,36.11666,23.53,25.56757,FALSO,0,0,29.65,26.99917,23.96,17.1,3.648292,0,820,6,40,574,1,24,24,24,24,24,24,24,24,1,0,0,0,0
27-5,27.76,20.705,14.04,58.3,36.61417,19.17,25.90936,FALSO,0,0,29.37,26.74167,23.78,12,2.719167,0,867,50,38,428,1,24,24,24,24,24,24,24,24,1,0,0,0,0
28-5,30.93,22.6775,13.3,62.3,36.07209,18.76,25.58437,FALSO,0,0,30.13,26.90542,23.57,14.4,2.397875,0,669,133,287,351,1,24,24,24,24,24,24,24,24,1,0,0,168,0
29-5,34.12,24.28667,14.26,71.9,40.82875,18.2,25.2036,FALSO,0,0,30.89,27.72125,24.19,17.7,2.522042,0,438,134,509,359,3,24,24,24,24,24,24,24,24,1,0,0,447,0
30-5,33.93,25.03333,16.25,62.1,38.84708,19.1,24.52944,FALSO,0,0,31.45,28.46333,25.31,14.7,3.025833,0,465,153,473,349,3,24,24,24,24,24,24,24,24,1,0,0,464,0
31-5,31.04,24.51167,18.85,73,52.62834,34.94,20.0246,FALSO,0,0,30.61,28.63333,26.33,18.3,3.363875,0,19,42,873,506,3,24,24,24,24,24,24,24,24,1,0,0,145,0
1-6,31.83,24.53917,18.31,78.2,56.99583,33.76,24.11633,FALSO,0,0,31.72,28.86416,25.96,16.8,4.251585,0,14,39,876,511,3,24,24,24,24,24,24,24,24,1,0,0,239,0
2-6,25.44,20.5775,17.68,90.8,74.14582,58.2,15.10391,FALSO,0,0,29.73,27.93041,26.52,20.4,5.825916,0,1,46,1145,248,3,24,24,24,24,24,24,24,24,1,0,0,0,0
3-6,25.81,19.78041,16.59,80.1,69.49583,48.4,15.90012,FALSO,0,0,28.07,26.48083,25.16,24,5.967875,0,59,178,1047,111,3,24,24,24,24,24,24,24,24,1,0,0,0,0
4-6,22.5,17.58583,13.76,85.3,73.38334,54.9,11.28569,VERDADERO,3.1,12,26.37,24.23292,23.16,29.1,6.340876,0,16,23,851,491,3,24,24,24,24,24,24,24,24,1,0,0,0,0
5-6,26.61,20.88208,15.89,91.7,54.10875,22.06,23.99522,FALSO,0,0,27.74,24.15833,21.42,14.4,5.004376,0,157,6,444,833,4,24,24,24,24,24,24,24,24,1,0,0,0,0
6-6,27.74,20.485,13.51,64.5,46.5325,24.97,25.25692,FALSO,0,0,28.59,25.45667,22.16,18.6,4.154916,0,389,35,256,760,4,24,24,24,24,24,24,24,24,1,0,0,0,0
7-6,28.19,22.21292,18.61,64.5,51.95375,34.27,23.92665,FALSO,0,0,29.44,26.77125,24.2,27.6,5.740791,0,113,20,514,793,4,24,24,24,24,24,24,24,24,1,0,0,0,0
8-6,25.43,20.3775,15.65,65.9,41.62917,24.05,23.08946,FALSO,0,0,28.64,26.49042,24.12,16.8,4.617042,0,573,1,49,817,4,24,24,24,24,24,24,24,24,1,0,0,0,0
9-6,29.77,21.23042,12.42,68.7,39.30084,20.94,26.2624,FALSO,0,0,29.89,26.54791,23.21,16.2,2.639875,0,671,113,296,360,1,24,24,24,24,24,24,24,24,1,0,0,0,0
10-6,35.12,24.93875,14.42,69.8,42.63292,20.43,24.94264,FALSO,0,0,31.32,27.78792,24.18,14.7,2.168166,0,597,158,406,279,1,24,24,24,24,24,24,24,24,1,0,0,510,0
11-6,35.89,27.13,17.09,75.1,41.90084,20.69,23.55575,FALSO,0,0,32.04,29.15542,25.88,15,2.520042,0,326,107,576,431,3,24,24,24,24,24,24,24,24,1,0,0,605,0
12-6,36.43,26.76041,19.06,57.4,36.48709,16.57,17.16956,FALSO,0,0,31.01,28.93125,26.67,14.1,2.161167,0,601,120,338,381,1,24,24,24,24,24,24,24,24,1,0,0,465,0
13-6,35.16,27.02583,20.11,55.5,34.66624,12.06,16.02717,FALSO,0,0,30.33,28.74042,26.76,14.1,2.249292,0,527,203,332,378,1,24,24,24,24,24,24,24,24,1,0,0,507,0
14-6,32.88,25.48167,19.5,61.1,45.24125,30.17,24.25331,FALSO,0,0,32.14,28.99,26.05,18.6,4.386334,0,46,23,920,451,3,24,24,24,24,24,24,24,24,1,0,0,330,0
15-6,35.17,26.45917,17.54,81.7,51.54501,22.96,24.87215,FALSO,0,0,33.06,29.855,26.6,12.3,2.785084,0,180,107,801,352,3,24,24,24,24,24,24,24,24,1,0,0,532,0
16-6,36.45,28.13416,18.97,69.6,42.97667,22.99,24.98454,FALSO,0,0,33.98,30.88917,27.65,15,2.855958,0,72,101,753,514,3,24,24,24,24,24,24,24,24,1,0,0,572,0
17-6,36.14,27.64167,19.93,78,50.07416,22.85,24.54556,FALSO,0,0,34.41,31.53584,28.54,18.3,3.445292,0,159,56,809,416,3,24,24,24,24,24,24,24,24,1,0,0,545,0
18-6,34.63,25.97209,19.97,75.5,55.94001,28.9,24.76073,FALSO,0,0,34.12,31.41333,28.61,20.4,5.316958,0,1,44,1093,302,3,24,24,24,24,24,24,24,24,1,0,0,347,0
19-6,31.16,24.72125,19.23,86.9,65.10834,40.9,18.36472,FALSO,0,0,32.23,30.61875,28.53,17.4,5.429417,0,18,67,1184,171,3,24,24,24,24,24,24,24,24,1,0,0,61,0
20-6,33.54,25.60417,18.32,78.3,54.66666,30.57,24.63602,FALSO,0,0,33.6,30.53375,27.54,16.8,4.559125,0,5,71,1085,279,3,24,24,24,24,24,24,24,24,1,0,0,407,0
21-6,36.54,27.57916,17.94,78.5,48.42418,25.77,25.49239,FALSO,0,0,34.57,31.3125,28,13.5,3.10025,0,94,94,789,463,3,24,24,24,24,24,24,24,24,1,0,0,575,0
22-6,36.73,28.10708,18.78,76.8,46.47791,25.15,25.99528,FALSO,0,0,34.94,31.80228,28.85,18.9,4.432084,0,99,34,881,426,3,24,24,24,24,24,22,24,24,1,0,0,641,0
23-6,33.46,25.10583,17.48,77.7,53.5204,22.44,26.70451,FALSO,0,0,34.33,31.75709,28.73,26.4,6.878334,0,1,23,923,493,3,24,24,24,24,24,24,24,24,1,0,0,371,0
24-6,28.84,22.17875,17.14,86.8,57.49083,27.01,26.5059,FALSO,0,0,33.07,30.70958,27.91,24.6,7.232334,0,3,58,1244,135,3,24,24,24,24,24,24,24,24,1,0,0,0,0
25-6,28.59,21.46375,14.73,86.9,62.98334,40.4,20.31015,FALSO,0,0,31.55,29.43041,26.99,18.9,3.393625,0,294,138,683,325,3,24,24,24,24,24,24,24,24,1,0,0,0,0
26-6,29.05,23.01917,18.39,81.9,60.95417,40.3,21.99816,FALSO,0,0,32.1,29.45792,27.14,19.8,4.672417,0,49,80,1074,237,3,24,24,24,24,24,24,24,24,1,0,0,0,0
27-6,34.27,24.39,15.97,90.2,57.37375,24.39,24.95308,FALSO,0,0,33.11,29.8475,26.64,18.3,2.976208,0,255,181,713,291,3,24,24,24,24,24,24,24,24,1,0,0,373,0
28-6,34.72,25.24458,17.05,88,58.72166,26.82,25.83456,FALSO,0,0,33.78,30.65542,27.43,27.6,5.44325,0,46,43,1051,300,3,24,24,24,24,24,24,24,24,1,0,0,422,0
29-6,26.77,21.87041,18.24,87.7,71.05834,50.9,23.43442,FALSO,0,0,32.5,30.30709,28.22,24,8.9975,0.9,0,20,1227,193,3,24,24,24,24,24,24,24,24,1,0,0,0,0
30-6,26.14,20.79667,17.51,84.5,68.05833,49,21.67085,FALSO,0,0,31.47,29.25583,27.29,24,7.580875,0,0,30,1198,212,3,24,24,24,24,24,24,24,24,1,0,0,0,0
1-7,27.88,21.955,18.37,77.1,63.09167,42.3,15.99257,FALSO,0,0,29.19,27.85083,26.22,15.9,5.027084,0,13,52,1053,299,3,24,24,24,24,24,24,24,24,1,0,0,0,0
2-7,33.04,24.24583,16.6,87.8,58.81916,25.83,25.36463,FALSO,0,0,31.19,27.87417,24.76,18.6,4.712084,0,1,51,1126,262,3,24,24,24,24,24,24,24,24,1,0,0,370,0
3-7,36.28,26.14667,16.29,86.8,48.91333,14.3,25.97112,FALSO,0,0,32.39,29.085,25.73,23.7,3.904917,0,287,83,775,295,3,24,24,24,24,24,24,24,24,1,0,0,490,0
4-7,38.45,27.95584,17.79,73.5,43.12583,16.23,25.79843,FALSO,0,0,33.29,29.92875,26.47,21.9,3.853166,0,461,80,555,344,3,24,24,24,24,24,24,24,24,1,0,0,635,0
5-7,32.29,25.44458,19.01,82.4,57.23625,36.25,25.28701,FALSO,0,0,32.78,30.28,27.49,21.9,6.520666,0,0,20,1162,258,3,24,24,24,24,24,24,24,24,1,0,0,320,0
6-7,35.47,26.81417,17.93,79.6,50.78543,25.95,25.06842,FALSO,0,0,33.46,30.28625,27.1,17.4,3.785292,0,284,86,790,280,3,24,24,24,24,24,24,24,24,1,0,0,555,0
7-7,34.22,26.99167,19.86,82.1,56.405,35.72,23.78016,FALSO,0,0,33.55,30.72708,27.83,19.5,3.575083,0,169,69,574,628,4,24,24,24,24,24,24,24,24,1,0,0,503,0
8-7,31.02,25.30416,20.47,77.9,61.07335,39.76,24.66515,FALSO,0,0,33.28,30.83583,28.25,26.7,7.432708,0,1,32,1192,215,3,24,24,24,24,24,24,24,24,1,0,0,211,0
9-7,32.47,24.665,18.26,90.1,59.56208,29.78,25.6261,FALSO,0,0,33.04,30.19208,27.27,29.1,5.923,0,89,102,1041,208,3,24,24,24,24,24,24,24,24,1,0,0,298,0
10-7,33.08,25.62625,20.03,70.9,54.325,37.52,25.11504,FALSO,0,0,33.09,30.345,27.49,25.2,4.842958,0,484,53,590,313,3,24,24,24,24,24,24,24,24,1,0,0,325,0
11-7,35.26,25.8675,16.9,85.6,48.0225,17.97,26.03538,FALSO,0,0,33.52,30.47791,27.24,19.5,4.05525,0,174,89,776,401,3,24,24,24,24,24,24,24,24,1,0,0,523,0
12-7,36.03,26.57292,16.07,78.5,45.87834,21.37,25.33759,FALSO,0,0,33.48,30.44958,27.2,23.7,3.796417,0,350,129,600,361,3,24,24,24,24,24,24,24,24,1,0,0,510,0
13-7,36.26,27.97792,21.57,65.2,43.41542,21,24.56129,FALSO,0,0,34.03,31.11209,28.23,23.7,4.875875,0,538,61,541,300,3,24,24,24,24,24,24,24,24,1,0,0,496,0
14-7,35.56,27.43792,17.79,81.5,38.24,10.41,26.23118,FALSO,0,0,34,31.07875,27.96,14.4,3.282166,0,1003,92,164,181,1,24,24,24,24,24,24,24,24,1,0,0,656,0
15-7,35.81,27.15375,17.04,71.3,36.98792,11.32,26.43685,FALSO,0,0,33.85,31.03292,27.85,11.7,2.428416,0,888,118,245,189,1,24,24,24,24,24,24,24,24,1,0,0,556,0
16-7,37.49,27.93667,17.4,70.4,35.34833,11.15,25.88227,FALSO,0,0,33.99,31.17417,27.95,13.8,2.766583,0,962,92,249,137,1,24,24,24,24,24,24,24,24,1,0,0,645,0
17-7,39.09,29.51958,19.37,55.4,29.84292,12.34,25.74741,FALSO,0,0,34.66,31.61708,28.37,17.4,3.694167,0,627,153,435,225,1,24,24,24,24,24,24,24,24,1,0,0,702,0
18-7,37.5,29.14625,19.41,62.8,36.65084,17.86,25.4754,FALSO,0,0,34.94,32.09124,28.92,16.5,3.400708,0,521,85,416,418,1,24,24,24,24,24,24,24,24,1,0,0,677,0
19-7,32.38,26.1375,20.99,76.7,56.03625,39.57,24.48915,FALSO,0,0,34.39,32.03583,29.35,19.2,5.353333,0,0,25,1196,219,3,24,24,24,24,24,24,24,24,1,0,0,317,0
20-7,33.47,24.97917,19.47,84.8,62.73668,33.05,18.20156,FALSO,0,0,32.59,30.90042,28.92,15.6,3.48325,0,319,206,648,267,3,24,24,24,24,24,24,24,24,1,0,0,268,0
21-7,28.82,22.96542,19.07,85.3,63.32625,39.03,24.40025,FALSO,0,0,33.04,30.52333,28.34,22.8,6.918874,0,0,22,1153,265,3,24,24,24,24,24,24,24,24,1,0,0,0,0
22-7,29.62,22.66375,16.41,87.6,61.90875,35.05,25.09006,FALSO,0,0,32.53,29.75041,26.9,24.9,5.579417,0,29,42,1080,289,3,24,24,24,24,24,24,24,24,1,0,0,0,0
23-7,31.62,23.70417,17.28,88.5,64.91167,38.67,25.25724,FALSO,0,0,32.78,29.82375,26.92,24.9,5.153542,0,105,139,913,283,3,24,24,24,24,24,24,24,24,1,0,0,218,0
24-7,38.56,28.04834,17.32,87.1,47.32292,13.85,25.97612,FALSO,0,0,33.74,30.36166,27.05,12.3,1.936792,0,755,168,270,247,1,24,24,24,24,24,24,24,24,1,0,0,656,0
25-7,40.2,29.69041,19.95,71.1,39.5325,11.13,25.77805,FALSO,0,0,34.86,31.61292,28.31,16.8,2.68325,0,409,150,538,343,3,24,24,24,24,24,24,24,24,1,0,0,673,0
26-7,39.52,30.09625,20.35,63.9,36.97834,15.02,25.15262,FALSO,0,0,34.91,31.74714,28.96,15.6,2.576708,0,318,66,553,503,3,24,24,24,24,24,21,24,24,1,0,0,744,0
27-7,39.78,29.8,20.11,72.8,41.52709,15.4,25.05935,FALSO,0,0,34.91,32.0055,29.41,17.7,3.310167,0,395,64,615,366,3,24,24,24,24,24,20,24,24,1,0,0,655,0
28-7,39.69,30.57791,20.82,68.7,39.51792,18,24.14596,FALSO,0,0,34.57,31.95833,29.72,16.5,2.873875,0,551,107,452,330,1,24,24,24,24,24,18,24,24,1,0,0,729,0
29-7,35.7,29.14625,23.18,66.3,40.90208,21.57,25.02601,FALSO,0,0,34.92,32.5285,30.43,26.7,6.725209,0,5,43,1092,300,3,24,24,24,24,24,20,24,24,1,0,0,562,0
30-7,32.99,25.46042,17.58,80.9,55.27875,30.31,24.03461,FALSO,0,0,33.84,31.54375,28.89,27.9,6.938042,0,57,68,996,319,3,24,24,24,24,24,24,24,24,1,0,0,331,0
31-7,29.32,24.245,19.97,89.6,66.8125,46.4,24.95081,FALSO,0,0,33.3,30.92875,28.47,24.9,7.986959,0,1,21,1292,126,3,24,24,24,24,24,24,24,24,1,0,0,0,0
1-8,33.89,25.13042,18.82,86.2,59.48666,27.58,23.28958,FALSO,0,0,33.57,30.685,28.04,17.7,4.681251,0,24,55,1106,255,3,24,24,24,24,24,24,24,24,1,0,0,349,0
2-8,32.52,25.29167,19.12,85.1,62.90001,41.2,23.2029,FALSO,0,0,33.55,30.88167,28.16,24.6,5.920166,0,106,114,929,291,3,24,24,24,24,24,24,24,24,1,0,0,290,0
3-8,31.46,24.5675,19.82,83,65.06249,42,23.6961,FALSO,0,0,33.36,30.64875,28.06,21.6,5.9935,0,3,40,1199,198,3,24,24,24,24,24,24,24,24,1,0,0,223,0
4-8,35,25.73916,16.79,87.6,51.59082,21.14,25.76199,FALSO,0,0,33.89,30.65958,27.42,22.2,3.693709,0,110,113,845,372,3,24,24,24,24,24,24,24,24,1,0,0,475,0
5-8,31.52,24.61708,17.36,84.6,55.21209,28.04,20.38466,FALSO,0,0,31.68,29.98167,27.54,22.5,5.057875,0,81,116,928,315,3,24,24,24,24,24,24,24,24,1,0,0,242,0
6-8,34.01,25.35667,17.3,87.6,55.55917,27.08,25.21793,FALSO,0,0,33.31,30.01292,26.81,21.9,4.3095,0,141,143,867,289,3,24,24,24,24,24,24,24,24,1,0,0,409,0
7-8,34.35,25.24375,17.3,83.7,58.36334,28.43,25.10332,FALSO,0,0,33.39,30.34916,27.21,19.2,4.938916,0,186,107,936,211,3,24,24,24,24,24,24,24,24,1,0,0,394,0
8-8,30.95,24.18791,19.07,87.4,68.03332,41.2,22.40647,FALSO,0,0,32.66,30.18958,27.72,25.8,7.848333,0,0,15,1210,215,3,24,24,24,24,24,24,24,24,1,0,0,187,0
9-8,31.76,24.325,19.34,90,67.73542,37.25,19.58682,FALSO,0,0,31.92,29.66,27.53,24,7.105125,0,0,6,1190,244,3,24,24,24,24,24,24,24,24,1,0,0,209,0
10-8,32.12,26.04958,20.04,78.4,49.34001,33.74,22.94142,FALSO,0,0,32.66,29.71208,26.93,18.6,4.12025,0,394,9,194,843,4,24,24,24,24,24,24,24,24,1,0,0,379,0
11-8,35.51,26.73042,20.21,70.6,50.44542,25.46,24.87998,FALSO,0,0,33.9,30.61083,27.49,17.1,3.2355,0,614,116,350,360,1,24,24,24,24,24,24,24,24,1,0,0,455,0
12-8,38.89,28.93583,19.27,81.9,42.23375,13.28,25.01446,FALSO,0,0,34.41,31.12833,27.79,13.5,2.690917,0,945,70,278,147,1,24,24,24,24,24,24,24,24,1,0,0,691,0
13-8,37.76,28.87875,20.36,63.7,39.93042,18.79,23.20083,FALSO,0,0,34.57,31.605,28.54,17.1,3.439459,0,409,65,600,366,3,24,24,24,24,24,24,24,24,1,0,0,619,0
14-8,28.2,24.14542,20.01,84.3,66.26667,51.2,19.87424,FALSO,0,0,32.91,31.02416,29.23,23.1,6.392209,0,2,5,1071,362,3,24,24,24,24,24,24,24,24,1,0,0,0,0
15-8,31.83,24.38292,18.93,79.1,60.54166,37.5,23.68416,FALSO,0,0,33.45,30.51,28.05,23.1,4.72575,0,15,79,959,387,3,24,24,24,24,24,24,24,24,1,0,0,182,0
16-8,34.71,25.33083,19.43,87,65.28708,32.93,21.726,FALSO,0,0,33.49,30.58333,28.03,21,4.691125,0,34,30,1075,301,3,24,24,24,24,24,24,24,24,1,0,0,370,0
17-8,36.68,27.14,18.95,82.7,54.02625,25.63,23.17684,FALSO,0,0,33.86,30.83458,27.81,24.9,4.283125,0,480,87,655,218,3,24,24,24,24,24,24,24,24,1,0,0,529,0
18-8,31.99,25.28375,19.75,78.5,63.29166,40.1,23.07904,FALSO,0,0,33.23,30.78125,28.24,24.6,6.453833,0,33,21,1035,351,3,24,24,24,24,24,24,24,24,1,0,0,329,0
19-8,34.11,25.56083,19.73,87.7,63.47124,33.97,22.91421,FALSO,0,0,33.68,30.71834,28.05,21,5.099916,0,1,46,1162,231,3,24,24,24,24,24,24,24,24,1,0,0,371,0
20-8,35.85,26.19,18.35,83.8,52.53208,22.28,23.85573,FALSO,0,0,33.78,30.72584,27.64,19.2,3.451333,0,88,114,899,339,3,24,24,24,24,24,24,24,24,1,0,0,451,0
21-8,35.3,26.225,18.96,80,52.75916,24.04,23.0631,FALSO,0,0,33.36,30.64625,27.8,24.3,5.528,0,9,67,1109,255,3,24,24,24,24,24,24,24,24,1,0,0,466,0
22-8,34.13,25.21417,19.05,85.8,56.43376,16.94,24.15676,FALSO,0,0,33.19,30.46958,27.75,25.2,5.778124,0,3,37,1136,264,3,24,24,24,24,24,24,24,24,1,0,0,345,0
23-8,30.26,22.7625,17.21,86.6,61.05875,29.91,24.12197,FALSO,0,0,31.95,29.56375,27.06,27,7.684375,0,0,37,1267,136,3,24,24,24,24,24,24,24,24,1,0,0,13,0
24-8,27.8,22.19333,18.52,87.4,64.23873,32.82,20.99261,FALSO,0,0,30.52,28.64333,26.65,25.8,7.523668,0,0,19,1231,190,3,24,24,24,24,24,24,24,24,1,0,0,0,0
25-8,26.92,21.39625,17.34,85.1,67.72084,45.5,20.45334,FALSO,0,0,30.03,27.90625,25.92,26.1,6.763542,0,2,66,1216,156,3,24,24,24,24,24,24,24,24,1,0,0,0,0
26-8,29.61,22.23917,17.69,88.1,68.77958,38.51,21.8137,FALSO,0,0,30.33,27.84542,25.75,29.7,6.621833,0,2,27,1190,221,3,24,24,24,24,24,24,24,24,1,0,0,0,0
27-8,28.83,22.01083,18.1,86.9,62.25417,26.79,21.23615,FALSO,0,0,30.32,27.83292,25.67,16.8,4.660667,0,4,55,1158,223,3,24,24,24,24,24,24,24,24,1,0,0,0,0
28-8,31.9,23.28042,15.31,85.1,53.45375,22.76,23.13922,FALSO,0,0,30.87,27.80042,24.97,15,2.876834,0,402,63,608,367,3,24,24,24,24,24,24,24,24,1,0,0,347,0
29-8,34.11,24.70625,16.04,88.9,54.22458,20.23,22.85363,FALSO,0,0,31.39,28.35375,25.41,12.3,2.616125,0,270,59,631,480,3,24,24,24,24,24,24,24,24,1,0,0,432,0
30-8,33.05,24.56667,17.93,84.8,55.85167,25.71,22.97213,FALSO,0,0,31.49,28.72042,25.92,18.3,3.881583,0,59,55,983,343,3,24,24,24,24,24,24,24,24,1,0,0,324,0
31-8,31.19,23.17459,18.14,90.5,67.30042,35.28,20.85299,FALSO,0,0,31.3,28.68667,26.46,19.5,4.940834,0,25,31,1070,314,3,24,24,24,24,24,24,24,24,1,0,0,112,0
1-9,31.34,23.71958,17.58,95.3,60.60501,28.48,15.22044,FALSO,0,0,29.34,27.87917,26.16,13.8,2.550459,0,236,79,672,453,3,24,24,24,24,24,24,24,24,1,0,0,240,0
2-9,33.15,24.04208,16.14,83.6,52.01125,22.19,23.29196,FALSO,0,0,30.72,27.7975,24.91,19.2,3.569542,0,322,96,655,367,3,24,24,24,24,24,24,24,24,1,0,0,397,0
3-9,27.33,21.40208,17.01,86.3,66.00001,41.4,16.45401,FALSO,0,0,28.47,26.99875,25.19,21.9,6.306499,0,2,11,1123,304,3,24,24,24,24,24,24,24,24,1,0,0,0,0
4-9,29.36,21.18209,15.2,86.6,64.73792,35.45,21.3492,FALSO,0,0,29.09,26.49917,24.09,27,4.970208,0,55,80,1004,301,3,24,24,24,24,24,24,24,24,1,0,0,0,0
5-9,29.1,21.07917,14.72,87.8,63.66166,28.57,23.15694,FALSO,0,0,29.26,26.53083,23.87,26.4,4.339291,0,152,128,919,241,3,24,24,24,24,24,24,24,24,1,0,0,0,0
6-9,29.77,21.55,14.26,90.3,60.39291,24.37,23.29399,FALSO,0,0,29.32,26.5725,23.85,22.5,4.48025,0,344,76,727,293,3,24,24,24,24,24,24,24,24,1,0,0,0,0
7-9,30.54,21.66292,13.95,90.1,61.705,31.58,19.47761,FALSO,0,0,28.46,26.28167,23.83,22.5,4.059542,0,79,64,839,458,3,24,24,24,24,24,24,24,24,1,0,0,25,0
8-9,30.47,21.75834,15.33,87.2,65.33834,33.34,22.00413,FALSO,0,0,28.73,26.41916,23.96,29.1,6.173334,0,103,50,935,352,3,24,24,24,24,24,24,24,24,1,0,0,10,0
9-9,26.29,21.38458,18.42,93.8,79.04166,60.8,15.17619,VERDADERO,4.6,40,26.54,25.5,24.44,21.6,6.290707,0,0,14,1233,193,3,24,24,24,24,24,24,24,24,1,0,0,0,0
